stage_index,stage_slug,human_notation,layer,role,relative_path,sha256,bytes,scope_note
9,phase_winding,omega = integral nabla phi dl,mask,human-symbol structural mask,01_workflow_stages/09_phase_winding/04_mask.png,d350a492c3a5b232da8032df797949685d25e021e32d7cd845368d0ca34dd4fa,42775,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
9,phase_winding,omega = integral nabla phi dl,projection,temporal projection map,01_workflow_stages/09_phase_winding/05_projection_map.png,b5daa114e2bf2fd547f5bed43ea36f7ead664c603cfc2ae7a980f05d2c574410,69818,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
9,phase_winding,omega = integral nabla phi dl,motion,motion energy,01_workflow_stages/09_phase_winding/06_motion_energy.png,2b82b0bdf9ce3f209607440c60ed093a631ee570f2df388f668ab1fcbd762a07,75787,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
9,phase_winding,omega = integral nabla phi dl,delta,temporal delta,01_workflow_stages/09_phase_winding/07_temporal_delta.png,ef69e2ff51410bde7d7cd8ed01eecaeeee130eba0419c44a71c26dd8fd79dcee,81823,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
9,phase_winding,omega = integral nabla phi dl,frames,eight-frame temporal sheet,01_workflow_stages/09_phase_winding/08_framesheet.png,d93d4fe5c2f0a3c19ffe20b328ce2b55234c5c9a5373a25bc3245b142c1340af,1527584,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
9,phase_winding,omega = integral nabla phi dl,patch,numeric temporal training patch,01_workflow_stages/09_phase_winding/09_temporal_patch.mat,49c9d6888c7efaf58287a50599e7264b3a1f6adb9182b9ba988cba5e9456929b,5989569,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},base,numeric visual source,01_workflow_stages/10_knowledge_quanta/00_base.png,037aa7619a5055c577d175a5c0ac0b1248fe65b36ef8a68743e6f6106299ff4d,566975,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},visible,high visibility embedding,01_workflow_stages/10_knowledge_quanta/01_visible.png,ae7fcd723001794ebe639b41a8e7ae0475f3bcbe4834c67094672fbebf1ce495,570653,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},balanced,balanced embedding,01_workflow_stages/10_knowledge_quanta/02_balanced.png,62e954ce70151d381607825e7790843968d68b0406dc7d0a5ca3fb788ca8088d,570138,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},structural,base-preserving structural embedding,01_workflow_stages/10_knowledge_quanta/03_structural.png,e4ac64117cb9c39f1d790279f06e3f35cc457ec67da63939c32681ed6b056760,569140,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},mask,human-symbol structural mask,01_workflow_stages/10_knowledge_quanta/04_mask.png,e1574b035d8becbefce6c6c5d1757218a2106709a362f94e6238e1a3e5604e0e,38890,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},projection,temporal projection map,01_workflow_stages/10_knowledge_quanta/05_projection_map.png,3bdedb0cb1abf6d5956a8b8d2949cd4aad49b539839b22a126b347d59dd5f195,61145,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},motion,motion energy,01_workflow_stages/10_knowledge_quanta/06_motion_energy.png,ea9056470cd6805b8567a1212375954cecc03da9fb92ca3571e9d5b2a0aa4fcd,69146,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},delta,temporal delta,01_workflow_stages/10_knowledge_quanta/07_temporal_delta.png,5fe9b5cef1431a1c4ff83d3deb4ae6126b2e1197b4d3efe9c65056f7c9eb59f6,74288,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},frames,eight-frame temporal sheet,01_workflow_stages/10_knowledge_quanta/08_framesheet.png,66f78422f4d13b11fb3cb6e5cfc05eee5e68f0ce9abacb7a740a6b582a598762,1467285,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
10,knowledge_quanta,K = {kappa_i},patch,numeric temporal training patch,01_workflow_stages/10_knowledge_quanta/09_temporal_patch.mat,cb37207a6a8bb818fa20517717741a642277fb0d53ae14f437893536569fc769,5724337,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},base,numeric visual source,01_workflow_stages/11_relation_graph/00_base.png,fbdb109f455291af66e328cf795d42ad13acea18a920d1d9f186dcda96c295b2,174239,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},visible,high visibility embedding,01_workflow_stages/11_relation_graph/01_visible.png,10d0fb290a832004ede8e3e8fb06920a34ed901ab4cc8565144de1ad057ae258,195855,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},balanced,balanced embedding,01_workflow_stages/11_relation_graph/02_balanced.png,716800bb54a6f9f55cf4afe754b3cd5667e4f097387bedb6c2688aa53738e712,192719,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},structural,base-preserving structural embedding,01_workflow_stages/11_relation_graph/03_structural.png,9654e0d47b4bbbc6c018de7852bef2f06e0c682548f42abad35be984fee7bdb5,187005,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},mask,human-symbol structural mask,01_workflow_stages/11_relation_graph/04_mask.png,0f268aa5e9442466b700490a372b870cfc1a433a00b12e964fc69f68fc50db01,33058,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},projection,temporal projection map,01_workflow_stages/11_relation_graph/05_projection_map.png,e4efd5039db06aa89dfffe89119d0c1d3264a6f94a0d62d7cfd656db052f82b3,39316,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},motion,motion energy,01_workflow_stages/11_relation_graph/06_motion_energy.png,505d0730822c84c2f65dde102e9a08b4ec509036bf5a26418ee3136132e3ef4e,53234,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},delta,temporal delta,01_workflow_stages/11_relation_graph/07_temporal_delta.png,9946ff4f7929e6a7e6482d375daaaab24fca55089948eff7345c9cd10364a9db,57200,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},frames,eight-frame temporal sheet,01_workflow_stages/11_relation_graph/08_framesheet.png,348e256d2f996ac8f2ad0da76bb505b81d7508c7f4402b79bd40590dbfa62d6e,643900,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
11,relation_graph,E = {r_ij},patch,numeric temporal training patch,01_workflow_stages/11_relation_graph/09_temporal_patch.mat,346701dc350c83ac93e61f487d00e6fd7b1984f7a9634e8a8e89a7feb2ae0ad8,5280444,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,base,numeric visual source,01_workflow_stages/12_integrated_state/00_base.png,c6544e0f037731af77d3182c35b4501a9b49a6f2bbb23212879474b99aa549ff,530736,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,visible,high visibility embedding,01_workflow_stages/12_integrated_state/01_visible.png,c03286236c3eb0ec52e1265aa05c263c2ab05d99fe4d62341675132c8a7e0817,534496,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,balanced,balanced embedding,01_workflow_stages/12_integrated_state/02_balanced.png,aa02da5a680f55862aeb05c7a3597a380553062e3c3a9c2ab7e3d2703ce70c41,534054,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,structural,base-preserving structural embedding,01_workflow_stages/12_integrated_state/03_structural.png,a5e970ed63955e37e2b6d3541d79b4a485a64e7df05334c81587c9f5129fa58c,532471,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,mask,human-symbol structural mask,01_workflow_stages/12_integrated_state/04_mask.png,b80c5958c8930e626c9dbad8f453825ec39194ebfec536929e543062e77d2fcc,29921,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,projection,temporal projection map,01_workflow_stages/12_integrated_state/05_projection_map.png,92c270760604bec8bf1414d988dbefd284d48e02ff219e6b7be32b698745c857,38213,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,motion,motion energy,01_workflow_stages/12_integrated_state/06_motion_energy.png,afb7937323c9fbba40291bbd17e4fd4a2f8032acbe10d91ba88c9ee84c778ba8,48072,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,delta,temporal delta,01_workflow_stages/12_integrated_state/07_temporal_delta.png,a6011846459457b6cba90a1dbc3fec9b6ad95cef81535c3aea1e6cf3bbe36ca4,51839,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,frames,eight-frame temporal sheet,01_workflow_stages/12_integrated_state/08_framesheet.png,8c3131cb43a10d3625f5702d8c4300bfe2ba8c33772c14c45a62e90a44f1550c,1320089,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
12,integrated_state,Sigma,patch,numeric temporal training patch,01_workflow_stages/12_integrated_state/09_temporal_patch.mat,b8a3d0d0f663017584d7466ff0c238e748baaed6eb8e3769bc8ddb8357e9eaae,5054570,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",base,numeric visual source,01_workflow_stages/13_human_symbol_calibration/00_base.png,a7ad3006da74153c137fffc1c0bcd3cae70295e7ce90ce44100bbf30ba9b602d,570444,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",visible,high visibility embedding,01_workflow_stages/13_human_symbol_calibration/01_visible.png,b28bbbec13f338fbfec5c8b7c650b903959cc151be24d09a1ed813947a05f06c,574678,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",balanced,balanced embedding,01_workflow_stages/13_human_symbol_calibration/02_balanced.png,e21240f2bab64609ddf581e46c80460db50667164464953d4062478ef564b31e,573679,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",structural,base-preserving structural embedding,01_workflow_stages/13_human_symbol_calibration/03_structural.png,0ff74e47b1f9f13835fc8880142259ff1d0ca356ef33ed3f25bfaafa55e16bc7,572242,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",mask,human-symbol structural mask,01_workflow_stages/13_human_symbol_calibration/04_mask.png,7abeecd2a99d26142d803d09dbc8a6a61ff7cf59c6019a58739608f3b7e4caf6,40729,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",projection,temporal projection map,01_workflow_stages/13_human_symbol_calibration/05_projection_map.png,63f1bb23a05bfc8cea1e590af4a207fdd4ac8f5d0e88730b29a1eb2d51609fff,55325,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",motion,motion energy,01_workflow_stages/13_human_symbol_calibration/06_motion_energy.png,510989b4a8573849a69fe8284687b4ba627a43a2256de1ea99fe07f8d98fea59,64758,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",delta,temporal delta,01_workflow_stages/13_human_symbol_calibration/07_temporal_delta.png,e51171112d4deaad5ef197730974b26302a393e32f913c51913980931899dc14,70365,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",frames,eight-frame temporal sheet,01_workflow_stages/13_human_symbol_calibration/08_framesheet.png,d7390cd8a423767784d28f099b5b1ac6b4d39a81c3c1c614052480bedee4f4eb,1471442,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
13,human_symbol_calibration,"s_i in {Sigma,Omega,partial,nabla,oplus}",patch,numeric temporal training patch,01_workflow_stages/13_human_symbol_calibration/09_temporal_patch.mat,0402d0f99b82b3a07a64ed380a9082820682b3c3971fdb3eef3cc2cb7e0a2e06,5605063,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",base,numeric visual source,01_workflow_stages/14_quantized_knowledge_state/00_base.png,e13ec7d8e465f26031880bed6105b26a8d588b8dda61fbdb21b6f30025bf9844,571107,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",visible,high visibility embedding,01_workflow_stages/14_quantized_knowledge_state/01_visible.png,4c7448753e56a30866c65102d9d4d74936d19ee5b3de6d487ab6840688e94707,572803,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",balanced,balanced embedding,01_workflow_stages/14_quantized_knowledge_state/02_balanced.png,a7ea127ab435792f8e71398a647e923da10c5eecfd4b28e31906155b860f315b,572887,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",structural,base-preserving structural embedding,01_workflow_stages/14_quantized_knowledge_state/03_structural.png,028f3110bfe85fb71a798aef8987720e41cf175784102fc2f8d6590b9973391d,572075,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",mask,human-symbol structural mask,01_workflow_stages/14_quantized_knowledge_state/04_mask.png,0fd79ca0cdbfb6bda1b777553bbc9a65be2fc114ed80650a82a372294e1da3f8,31303,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",projection,temporal projection map,01_workflow_stages/14_quantized_knowledge_state/05_projection_map.png,60a24f4f21421423fd28fb1959603f853ccdd179085e96f2e8a965912e26f44a,44706,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",motion,motion energy,01_workflow_stages/14_quantized_knowledge_state/06_motion_energy.png,d601dc1f20bf52b6de01116f83b728170c3e817a35afc6d191219b1aad4fb533,53379,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",delta,temporal delta,01_workflow_stages/14_quantized_knowledge_state/07_temporal_delta.png,ad12a900ed9db4e23f1ce38712c4e65d98e4c8155b9c40c2dea733f77b3c0899,57400,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",frames,eight-frame temporal sheet,01_workflow_stages/14_quantized_knowledge_state/08_framesheet.png,910abc09bd573aeaf0bc8f6a1fad29b25a0325f87541b7d079203f83806fb32e,1419190,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
14,quantized_knowledge_state,"Q_K = (K,E,Sigma)",patch,numeric temporal training patch,01_workflow_stages/14_quantized_knowledge_state/09_temporal_patch.mat,19a27d060d998574371f8307be408562488243d3c4fb9c7265b22b450536ac52,5129252,Derived visual-learning workflow. The canonical H5 supplies the numeric field; human notation is intentionally constructed as structural geometry and is not claimed to exist semantically in the source H5.
